Time_s,Top_C,Bottom_C,Capplate_C,Cylinder_C,Thermalbridge_C,Baseplate_C
767.8924544,173.5,82.4,31.5,33.1,65.4,27
768.4864574,173.5,82.3,31.1,33.1,65.5,27
769.0812265,173.5,82.1,31.1,33.1,65.5,27
769.676521,173.2,81.8,31.5,33.1,65.7,27.5
770.277324,173.2,81.5,31.5,33.1,65.7,27
770.8701327,173.5,81.2,31.1,33.1,65.7,27
771.4694683,173.8,80.7,31.5,33.1,65.9,27
772.0669821,173.8,80.4,31.1,33.1,65.9,27.5
772.659591,174.4,80.3,31.5,33.1,65.9,27
773.2585125,174.4,80,31.5,33.1,66.1,27
773.8549083,174.4,79.6,31.5,33.1,66.1,27
774.4497718,174.7,79.5,31.5,33.1,66.1,27
775.0462822,175.1,79.3,31.5,33.1,66.5,27
775.7028695,175.4,79.2,31.1,33.1,66.7,26.5
776.3032419,175.7,79,31.5,33.1,66.8,27
776.8992285,176,78.9,31.5,33.5,67,27
777.5006095,176,78.9,31.5,33.1,67.4,27
778.0992934,176.3,78.7,31.5,33.1,67.6,27
778.6928576,176.6,78.7,31.1,33.5,67.9,27
779.2931492,176.9,78.7,31.5,33.5,68.3,27
779.8905862,177.3,78.7,31.5,33.9,68.5,27
780.487386,177.6,78.5,31.5,33.9,68.8,27
781.082961,177.9,78.5,31.5,34.3,69.2,27
781.678581,178.2,78.5,31.1,33.9,69.4,27
782.278639,178.9,78.5,31.5,33.9,69.4,27
782.8766119,178.9,78.5,31.5,33.9,69.5,27
783.4714297,179.5,78.5,31.1,33.9,69.4,27
784.068364,179.9,78.5,31.5,33.9,69.5,27
784.6648273,180.2,78.5,31.5,33.9,69.5,27
785.2643164,180.5,78.5,31.5,33.9,69.5,27
785.860555,180.9,78.5,31.5,33.9,69.5,27.5
786.4890885,181.2,78.5,31.5,33.9,69.5,27.5
787.0817768,181.6,78.4,31.1,33.9,69.7,25.5
787.6803,181.9,78.4,31.5,34.3,70.1,27
788.2780247,182.3,78.4,31.5,34.3,70.4,27
788.8740919,183,78.4,31.1,34.7,70.8,27.5
789.4695464,183.3,78.4,31.1,34.7,70.9,27
790.0832961,183.7,78.4,31.5,34.7,71.1,27
790.6797055,184,78.2,31.5,35,71.3,27
791.2777895,184.4,78.2,31.5,35,71.5,27
791.8713015,184.7,78.2,31.5,35,71.6,27
792.470088,185.1,78.2,31.5,35,71.8,27.5
793.0660946,185.5,78.2,31.5,35,72,27.5
793.6613596,185.8,78.1,31.5,35.4,72.1,27.5
794.2551639,186.2,78.1,31.1,35.4,72.3,27.5
794.8529171,187,78.1,31.5,35.4,72.5,27.5
795.4519765,187,78.1,31.5,35.4,72.1,27.5
796.0502638,187.7,77.9,31.5,35.4,72.3,27.5
796.6783779,187.7,77.9,31.5,35,72.1,27
797.3069637,188.5,77.9,31.5,35,72.1,27.5
797.9034461,188.9,77.9,31.5,35,72,27.5
798.5004508,189.3,77.7,31.5,35,72,27
799.0983512,189.3,77.7,31.5,35,72,27.5
799.6950383,189.7,77.6,31.5,35,72,27.5
800.3200025,190.5,77.7,31.5,35,72,27.5
800.9152356,190.5,77.6,31.1,35,72.1,27.5
801.5271581,190.9,77.6,31.1,35,72.3,27.5
802.1235716,191.3,77.6,31.1,35,72.5,27.5
802.7204592,191.7,77.4,31.5,35,72.5,27.5
803.3213345,191.7,77.4,31.5,35,72.6,27
803.9209281,192.1,77.3,31.5,35.4,72.6,27.5
804.5180149,192.1,77.3,31.5,35,72.5,27.5
805.145927,192.1,77.1,31.5,35,72.3,27.5
805.7414427,192.5,77.1,31.5,35,72.1,27.5
806.3396324,192.5,76.9,31.5,35,72,27.5
806.9370907,192.5,76.8,31.5,34.7,72,27.5
807.5346633,192.5,76.6,31.1,34.7,71.8,27.5
808.1310427,192.5,76.5,31.5,34.7,71.8,27.5
808.7311293,192.5,76.3,31.5,34.7,71.8,27.5
809.3275656,192.5,76.3,31.5,34.7,71.6,27.5
809.9223393,192.1,76.1,31.5,34.7,71.3,27.5
810.5195735,192.1,76,31.5,34.7,71.1,27.5
811.1284562,192.1,76,31.5,34.7,70.9,27.5
811.7279948,191.7,75.8,31.5,34.7,70.9,27.5
812.32282,191.3,75.8,31.9,34.7,70.9,27.5
812.9637538,190.9,75.6,31.5,34.3,70.8,27.5
813.5582916,190.5,75.6,31.5,34.3,70.8,27.5
814.1537385,190.1,75.5,31.5,34.3,70.8,27.5
814.7513223,189.7,75.5,31.5,34.3,70.6,27
815.3794712,189.3,75.5,31.5,34.3,70.4,27.5
815.976368,188.9,75.5,31.5,34.3,70.2,27.5
816.572901,188.5,75.3,31.9,34.3,70.1,27.5
817.1662054,188.1,75.5,31.9,34.3,69.9,27.5
817.7660234,187.7,75.3,31.5,34.3,69.5,27
818.3789585,187.3,75.3,31.9,34.3,69.4,27.5
818.9730604,187,75.1,31.5,33.9,69.2,27.5
819.5873341,186.6,75.3,31.5,33.9,69,27.5
820.1836092,186.2,75.3,31.9,33.9,69,27.5
820.7931624,185.5,75.3,31.9,33.9,68.8,27.5
821.3877857,185.1,75.3,31.1,33.5,68.7,27.5
821.9849024,184.7,75.5,31.5,33.9,68.5,27.5
822.643644,184.4,75.5,31.9,33.9,68.5,27.5
823.2365234,183.7,75.5,31.5,33.9,68.5,27.5
823.8338076,183.3,75.6,31.5,33.9,68.3,27
824.4300759,183,75.8,31.5,33.9,68.1,27.5
825.0271687,182.6,75.8,31.9,33.9,67.9,27
825.6530291,182.3,76,31.9,33.9,67.6,27
826.2515358,181.9,76.1,31.9,33.9,67.4,27
826.8458109,181.6,76.3,31.5,33.5,67.2,27
827.443757,181.2,76.3,31.9,33.9,67,27
828.0574009,180.9,76.5,31.9,33.5,66.8,27
828.6525601,180.5,76.8,32.3,33.5,66.7,27.5
829.2450145,180.2,76.8,31.9,33.9,66.5,27
829.8425436,179.9,76.8,31.5,33.9,66.3,27.5
830.4389078,179.5,77.1,32.3,33.5,66.3,27
831.0346985,179.5,77.4,31.9,33.9,66.1,27
831.6331337,179.2,77.4,31.9,33.9,66.1,27.5
832.2402325,178.9,77.6,31.9,33.9,65.9,27.5
832.8527241,178.5,77.9,31.9,33.1,65.7,27.5
833.4844109,178.2,78.1,32.3,33.5,65.5,27
834.0965247,177.9,78.2,31.9,33.5,65.7,27.5
834.7091441,177.6,78.4,31.9,33.9,65.9,27
835.317103,177.6,78.5,31.9,33.5,65.9,27
835.9296893,177.3,78.7,31.9,33.5,66.1,27
836.5271743,176.9,78.9,31.9,33.9,66.3,27
837.110424,176.6,79,31.9,33.9,66.5,27
837.7368723,176.6,79.2,31.9,33.9,66.7,27.5
838.3253652,176.3,79.3,31.9,33.9,66.8,27.5
838.9590433,176.3,79.6,31.9,33.5,67,27
839.5439674,175.7,79.8,32.3,34.3,67.4,27.5
840.1350771,175.7,80,31.9,33.9,67.6,27
840.7415852,175.4,80.1,31.5,33.9,68.1,27.5
841.3468988,175.4,80.3,31.9,34.3,68.1,27.5
841.9804641,175.1,80.4,31.9,34.3,68.5,27.5
842.6136288,174.7,80.6,31.9,34.3,68.7,27.5
843.2407231,174.7,80.7,31.5,34.3,69,27.5
843.8768674,174.4,80.9,31.9,33.5,69,27.5
844.5055845,174.1,81.2,31.9,34.3,69.4,27.5
845.1405154,174.1,81.4,31.9,34.3,69.4,27.5
845.7686006,173.8,81.5,31.9,34.3,69.4,27.5
846.396655,173.8,81.7,31.9,34.3,69.4,27.5
846.9832759,173.5,81.7,31.9,34.3,69.4,27.5
847.6156905,173.5,82,32.3,34.3,69.4,27.5
848.2021678,173.5,82.1,31.9,34.3,69.4,27.5
848.7944412,173.5,82.1,31.9,34.3,69.2,27.5
849.391312,173.5,82.3,31.9,34.3,69,27.5
850.0319247,173.5,82.3,31.9,34.3,69.2,27.5
850.6285503,173.8,82.4,31.9,34.7,69.4,27.5
851.2261527,173.5,82.3,31.9,34.3,69.5,27.5
851.8367002,173.5,82.1,31.9,34.7,69.7,27.5
852.509438,173.8,81.8,31.9,34.7,69.9,27.5
853.1014772,173.8,81.5,31.9,34.7,70.1,27.5
853.712509,173.8,81.2,32.3,34.7,70.1,27.5
854.3399997,173.8,80.7,31.9,34.3,69.9,27.5
854.936741,174.1,80.4,31.9,34.7,69.9,27.5
855.5482119,174.1,80.3,31.9,34.7,70.1,27.5
856.1619834,174.4,80,32.3,34.7,70.1,27.5
856.7702235,174.1,79.8,31.9,34.3,69.9,27.5
857.3838503,174.4,79.5,31.9,34.7,70.4,27
857.9809297,174.4,79.5,32.3,35,70.4,27.5
858.5774756,174.7,79.3,32.3,35,70.6,27.5
859.1718795,175.1,79.3,31.9,35,70.8,27.5
859.7868389,175.1,79.3,31.9,35,70.9,27.5
860.3831468,175.1,79.3,31.9,35,70.9,27.5
861.0100905,175.1,79.3,31.9,35,70.9,27.5
