Time_s,Temperature1_C,Temperature2_C
1067.1731957,183,81.8
1067.7693913,183.3,81.5
1068.3652079,183.3,81
1068.9796561,183.3,80.6
1069.5779505,183.3,80.3
1070.1766563,183.7,79.8
1070.7740374,184,79.6
1071.3685322,184.4,79.3
1071.9636047,184.7,79
1072.5586098,184.7,79
1073.1565005,185.1,78.9
1073.7535354,185.5,78.7
1074.3474957,185.8,78.4
1074.9449709,186.2,78.4
1075.5423382,186.2,78.4
1076.1409792,186.6,78.4
1076.766352,187,78.2
1077.3643531,187,78.2
1077.9575208,187.3,78.2
1078.5555228,187.7,78.2
1079.1503544,188.1,78.2
1079.7473036,188.5,78.2
1080.3454545,188.9,78.2
1080.9573217,188.9,78.2
1081.5508987,189.3,78.2
1082.1468072,189.7,78.2
1082.7418271,189.7,78.2
1083.3415252,190.1,78.4
1083.9388088,190.1,78.2
1084.535985,190.1,78.4
1085.1338498,190.5,78.4
1085.7289669,190.5,78.4
1086.3261943,190.5,78.4
1086.9253578,190.9,78.4
1087.5549259,190.9,78.4
1088.1511321,190.9,78.4
1088.7615092,190.9,78.4
1089.3597948,190.9,78.4
1089.957922,190.9,78.5
1090.5565735,190.9,78.5
1091.1553381,190.5,78.5
1091.7512416,190.5,78.5
1092.3477231,190.5,78.5
1092.9444479,190.5,78.5
1093.5749582,190.5,78.5
1094.1690826,190.5,78.5
1094.7664128,190.5,78.5
1095.3660106,189.7,78.5
1095.963246,190.1,78.7
1096.558727,190.1,78.7
1097.1563873,190.1,78.7
1097.7536849,189.7,78.7
1098.3534653,189.7,78.7
1098.9663559,189.7,78.7
1099.562396,189.3,78.7
1100.1571784,189.3,78.7
1100.7546033,188.9,78.7
1101.3536627,188.5,78.7
1101.9659832,188.5,78.7
1102.5628338,188.5,78.9
1103.1601176,188.1,78.7
1103.7561884,187.7,78.7
1104.3573009,187.7,78.5
1104.9565355,187.3,78.7
1105.5854739,187.3,78.7
1106.214272,187,78.7
1106.810982,187,78.5
1107.4106566,186.6,78.7
1108.0071728,186.6,78.5
1108.600801,186.2,78.7
1109.1943705,186.2,78.7
1109.7759666,186.2,78.5
1110.3725785,185.8,78.5
1110.9687018,185.5,78.5
1111.5646264,185.5,78.5
1112.1799792,185.1,78.5
1112.7782022,185.1,78.5
1113.3767172,185.1,78.5
1113.9725515,184.7,78.5
1114.6012742,184.7,78.5
1115.2001157,184.4,78.5
1115.7950283,184.4,78.4
1116.3929087,184.4,78.2
1116.9923879,184,78.4
1117.5890721,184,78.2
1118.1877561,184,78.1
1118.8176396,183.7,78.2
1119.4172773,183.7,78.1
1120.0137967,183.7,78.1
1120.6115301,183.7,77.9
1121.206494,183.3,77.9
1121.82666,183.3,77.7
