Time_s,Top_C,Bottom_C,Capplate_C,Cylinder_C,Thermalbridge_C,Baseplate_C
126.3742122,77.1,63.8,29.3,31.9,35.4,28.4
126.9667353,77.3,64,29.8,31.9,35.8,28.4
127.5600229,77.6,64.4,29.3,31.9,35.8,28.4
128.1755827,77.7,64.4,28.9,32.3,36.1,28.4
128.7771499,77.6,64.6,29.3,31.9,36.1,28.9
129.3783992,78.4,64.6,29.3,32.3,36.1,28.4
129.9984245,78.7,65,29.3,32.3,36.1,28.4
130.6216875,79,65.2,28.9,32.3,36.1,28.9
131.216201,79,65.4,29.8,31.9,36.1,28.9
131.8131732,79.5,65.4,29.8,32.3,36.5,28.4
132.4264899,79.5,65.4,29.3,32.3,36.5,28.4
133.0369972,79.5,65.7,29.3,32.3,36.5,28.9
133.6514083,80.1,65.7,29.3,32.3,36.8,28.9
134.2390314,80.4,65.7,29.3,32.3,36.1,28.9
134.8453814,80.7,66.3,28.9,31.9,36.8,28.4
135.4513947,80.9,66.1,29.3,32.3,36.8,28.4
136.0545263,81,66.5,28.9,32.7,37.2,28.9
136.6665151,81.4,66.8,29.3,31.9,37.2,28.4
137.2630348,81.7,66.8,29.8,32.3,37.2,28.9
137.8727819,81.8,67,29.3,32.3,37.2,28.9
138.5001253,82.1,67.2,29.8,32.3,37.5,28.9
139.1045068,82.1,67.4,29.3,32.3,37.5,28.9
139.7100779,82.6,67.6,28.9,32.3,37.2,28.9
140.3014896,82.9,67.9,29.8,32.3,37.2,28.9
140.8780334,82.9,67.6,29.3,31.9,37.2,28.9
141.4820661,83.2,67.9,29.3,31.9,36.8,28.9
142.0771334,83.5,68.1,29.8,31.9,37.2,28.4
142.7054448,83.8,68.3,28.9,32.3,37.5,28.9
143.3007521,84,68.5,29.3,30.6,37.5,28.9
143.8917346,84.3,68.5,29.8,31.9,37.5,28.9
144.5268061,84.6,68.7,29.8,32.3,37.5,28.9
145.1562124,84.7,68.8,29.8,32.3,37.9,28.4
145.7752329,85,69,29.8,31.9,37.9,28.9
146.3786217,85.3,69.2,29.8,32.7,37.5,28.4
146.987969,85.5,69.4,29.3,32.3,38.2,28.4
147.5907169,85.8,69.4,28.9,31.9,38.2,28.9
148.2144832,85.9,69.5,29.3,32.3,38.2,28.9
148.8201343,86.2,69.7,29.3,32.3,38.2,28.4
149.439061,86.5,69.7,29.3,32.3,38.6,28.9
150.0139694,86.8,69.9,28.9,32.7,38.6,28.4
150.6663527,87,70.1,29.3,32.7,38.9,28.9
151.2777231,87.3,70.2,29.8,32.7,38.9,28.4
151.9041837,87.3,70.4,30.2,32.7,38.9,28.9
152.499458,87.7,70.6,28.9,32.3,38.9,28.9
153.1336799,88,70.4,29.8,32.7,38.9,28.4
153.7493493,88.2,70.8,29.3,32.3,38.6,28.4
154.3472471,88.4,71.1,29.3,32.3,38.9,28.9
154.9398306,88.7,71.3,29.3,32.7,38.9,28.9
155.5437794,88.9,71.5,29.3,31.5,39.2,28.9
156.1553746,89,71.6,29.8,32.7,38.9,28.9
156.7606907,89.3,71.8,29.8,31.9,39.2,28.9
157.3707723,89.5,71.6,29.3,32.7,39.2,28.4
157.9740733,89.9,72,28,32.7,39.2,28.4
158.5699339,90.1,72.3,29.8,32.7,39.6,28.9
159.1788383,90.4,72.3,28.4,32.3,39.6,28.9
159.7982717,90.5,72.5,29.3,32.3,39.6,28.9
160.428958,90.8,72.6,28.9,32.3,39.6,28.9
161.0245783,91.1,72.8,29.3,31.9,39.6,28.9
161.6324742,91.2,73,29.8,32.3,39.6,28.4
162.2162549,91.7,73.2,29.8,33.1,39.9,28.9
162.843498,91.8,73.2,29.3,32.3,39.9,28.9
163.4757053,91.7,73.5,29.8,32.3,39.9,28.9
164.0770741,92.3,73.5,29.3,32.7,39.9,28.9
164.7143368,92.5,73.8,28.9,33.1,40.2,28.9
165.3316889,92.7,73.7,28.9,32.7,40.2,28.9
165.9964382,93.1,74,29.8,32.7,40.5,28.9
166.6259607,93.4,74.2,28.9,32.7,40.5,28.4
167.2332379,93.6,74.3,29.3,32.7,40.5,28.9
167.8447123,93.7,74.5,29.8,33.1,40.5,28.4
168.4761996,94,74.7,29.8,32.7,40.5,28.9
169.106563,94.3,74.7,29.8,33.1,40.9,28.9
169.6901894,94.3,74.8,29.3,32.7,40.9,28.4
170.2773495,94.6,75,29.3,33.1,40.9,28.4
170.8833519,94.9,75.1,29.8,32.7,41.2,28.9
171.5010454,95.1,75.1,29.3,32.7,40.5,28.9
172.1039387,95.4,75.5,29.8,33.1,40.9,28.4
172.7230333,95.6,75.6,29.3,33.1,41.2,28.9
173.32663,95.9,75.6,29.8,33.1,41.5,28.9
173.9285137,96,76,29.8,32.7,40.9,28.9
174.5106006,96.2,76.1,29.8,31.9,41.5,28.9
175.1219368,96.3,76.1,29.8,32.7,41.5,28.9
175.7494281,96.6,76.1,29.3,32.7,41.5,28.9
176.3884534,96.9,76.5,29.3,32.7,41.5,28.9
176.9956306,97.2,76.6,29.8,32.7,41.5,28.4
177.6144017,97.3,76.6,29.3,32.7,41.5,28.4
178.1972369,97.3,76.6,29.8,33.1,41.5,28.4
178.7735586,97.9,76.9,30.2,33.1,41.8,28.9
179.3901001,98.2,77.1,29.3,32.7,41.5,28.9
179.9860433,98.3,77.1,29.8,32.7,41.5,28.9
180.5746051,98.6,77.3,29.8,32.7,41.5,28.9
181.165364,98.7,77.3,29.3,33.1,41.2,29.3
181.7787219,98.9,77.4,29.3,32.7,40.9,28.9
182.3946472,99,77.6,29.3,32.7,41.5,28.9
182.9902172,99.5,77.6,29.8,32.7,41.8,28.9
183.5949159,99.5,77.7,29.3,32.7,41.5,28.9
184.2097903,99.7,77.7,29.3,32.3,41.5,28.9
184.8344477,100,78.1,29.3,32.7,41.5,28.4
185.4505164,100.2,78.1,29.3,32.3,41.5,28.4
186.042981,100.5,78.4,29.3,32.7,41.5,28.9
186.6681007,100.7,78.4,29.3,31.5,41.5,28.4
187.277714,101,78.4,29.3,32.7,41.8,28.9
187.8561042,101.2,78.5,29.3,32.7,41.8,28.4
188.4707183,101.5,78.7,29.8,33.1,41.8,28.9
189.0483988,101.7,78.7,28.9,32.3,42.1,28.9
189.649845,102,78.9,28.9,33.1,41.5,28.9
190.2750891,102.2,79,29.3,31.5,42.1,28.4
190.8677536,102.5,79,29.3,32.7,42.1,29.3
191.5647687,102.7,79.2,28.9,33.1,42.4,28.9
192.1851098,102.9,79.3,29.3,33.1,42.1,28.9
192.8173249,103.2,79.3,29.3,33.1,42.7,28.9
193.4202605,103.3,79.5,29.8,33.1,42.7,28.9
193.9988709,103.6,79.6,29.3,33.1,42.4,28.4
194.6341324,103.9,79.8,29.3,33.1,42.7,28.9
195.2563563,104.2,80,29.3,32.7,43,28.9
195.8667187,104.3,79.8,29.3,33.1,43.3,28.9
196.489493,104.5,80,28.9,33.1,43.3,28.9
197.0890966,104.8,80,28.9,33.1,43.6,28.9
197.7046402,104.8,80.1,28.9,33.1,43.3,28.9
198.3135783,105,80.3,29.3,33.1,43.6,28.4
198.9233181,105.3,80.3,29.3,33.1,43.6,28.9
199.5244247,105.6,80.4,29.3,33.1,43.6,28.9
200.1305434,105.8,80.6,29.3,33.1,43.6,28.9
200.7368477,106.1,80.4,29.8,32.7,43.9,28.9
201.3576184,106.3,80.6,29.3,33.1,43.9,28.4
201.9767882,106.5,80.7,29.8,33.1,43.9,28.9
202.5904024,106.6,80.7,29.8,32.7,43.3,28.9
203.1989703,106.8,80.7,29.3,33.1,43.9,28.9
203.7699873,107.2,80.7,29.3,33.1,43.6,28.4
204.3831934,107.2,80.9,29.8,32.7,43.6,28.9
204.982731,107.6,80.7,29.3,33.1,44.2,28.9
205.5692894,107.6,80.7,29.8,33.1,44.2,28.9
206.1988449,107.9,80.7,29.8,33.1,44.2,28.9
206.8059808,108.1,80.7,29.3,32.7,44.2,28.4
207.4376397,108.5,80.7,29.8,33.1,43.9,28.9
208.0577596,108.5,80.6,29.3,32.7,44.2,28.9
208.6588665,108.9,80.6,29.8,33.1,44.5,28.4
209.2770633,109.2,80.6,29.3,33.1,44.5,28.9
209.9010074,109.4,80.6,29.3,33.5,44.8,28.4
210.5103578,109.7,80.6,29.3,33.5,44.5,28.9
211.1026684,110,80.6,29.3,32.3,44.5,28.9
211.7096389,110.1,80.6,28.9,33.1,44.5,28.9
212.3067756,110.3,80.6,29.3,33.1,44.5,28.9
212.9184882,110.6,80.6,28.9,33.1,44.5,28.9
213.5298275,110.7,80.4,29.3,33.1,44.2,28.4
214.1274255,111,80.6,28.4,33.1,44.2,28.9
214.7628998,111.3,80.4,29.3,33.1,43.9,28.9
215.3673096,111.4,80.3,29.3,33.5,44.2,28.9
215.9857113,111.6,80.4,29.8,33.1,44.5,29.8
216.5801246,111.9,80.3,28.9,33.1,43.9,28.4
217.2699467,112,80.3,29.3,33.1,44.2,28.9
217.8893518,112.3,80.1,29.3,33.1,43.9,28.4
218.513404,112.5,80.1,28.9,33.5,44.2,28.9
219.09391,112.6,79.8,29.3,33.1,44.2,28.9
219.7091531,112.9,79.8,28.9,33.1,43.9,29.3
220.306846,113,79.6,29.3,33.1,43.9,28.9
220.9353047,113.3,79.6,28.9,32.7,44.2,28.9
221.5556245,113.6,79.6,28.9,32.7,44.8,28.4
222.1693636,113.8,79.5,29.3,33.1,44.5,28.9
222.7860187,113.9,79.3,29.3,33.1,44.5,28.9
223.4142966,114.2,79.5,28.9,32.7,44.8,28.9
224.0093505,114.4,79.3,29.3,33.1,44.8,28.9
224.6289104,114.5,79.2,29.8,32.7,44.8,28.4
225.2617261,114.8,79.2,28.9,33.1,44.5,28.9
225.8696338,115.1,79.2,29.3,33.5,44.8,29.3
226.4649666,115.3,79.2,29.3,33.5,44.8,28.4
227.0665282,115.6,79,29.8,33.1,45.1,29.8
227.6905016,115.7,79,29.3,33.5,44.8,28.9
